year,race_name,constructor_name,total_stops,mean_pit_stop,delta_pit_stop,race_points,season_points,championship_standing,target_top5
2021,Saudi Arabian Grand Prix,Haas F1 Team,1,1019.226,211.041,0.0,0.0,10.0,0
2021,Abu Dhabi Grand Prix,Mercedes,2,21.632,-0.178,26.0,613.5,1.0,1
2021,Abu Dhabi Grand Prix,Red Bull,6,21.458,-0.352,26.0,585.5,2.0,1
2021,Abu Dhabi Grand Prix,Ferrari,3,21.949,0.139,16.0,323.5,3.0,1
2021,Abu Dhabi Grand Prix,McLaren,4,21.764,-0.046,6.0,275.0,4.0,1
2021,Abu Dhabi Grand Prix,Alpine F1 Team,2,21.49,-0.32,6.0,155.0,5.0,1
2021,Abu Dhabi Grand Prix,AlphaTauri,4,22.104,0.294,22.0,142.0,6.0,0
2021,Abu Dhabi Grand Prix,Aston Martin,3,22.057,0.247,0.0,77.0,7.0,0
2021,Abu Dhabi Grand Prix,Williams,1,21.241,-0.569,0.0,23.0,8.0,0
2021,Abu Dhabi Grand Prix,Alfa Romeo,2,22.31,0.5,0.0,13.0,9.0,0
2021,Abu Dhabi Grand Prix,Haas F1 Team,2,22.097,0.287,0.0,0.0,10.0,0
2022,Bahrain Grand Prix,Ferrari,6,24.591,-0.785,44.0,44.0,1.0,1
2022,Bahrain Grand Prix,Mercedes,6,25.562,0.186,27.0,27.0,2.0,1
2022,Bahrain Grand Prix,Haas F1 Team,5,25.641,0.265,10.0,10.0,3.0,1
2022,Bahrain Grand Prix,Alfa Romeo,6,25.934,0.558,9.0,9.0,4.0,1
2022,Bahrain Grand Prix,Alpine F1 Team,6,25.815,0.439,8.0,8.0,5.0,1
2022,Bahrain Grand Prix,AlphaTauri,5,25.017,-0.359,4.0,4.0,6.0,0
2022,Bahrain Grand Prix,Aston Martin,6,26.26,0.884,0.0,0.0,7.0,0
2022,Bahrain Grand Prix,Williams,6,24.899,-0.477,0.0,0.0,8.0,0
2022,Bahrain Grand Prix,McLaren,6,25.308,-0.068,0.0,0.0,9.0,0
2022,Bahrain Grand Prix,Red Bull,6,24.734,-0.642,0.0,0.0,10.0,0
2022,Saudi Arabian Grand Prix,Ferrari,2,21.28,-0.383,34.0,78.0,1.0,1
2022,Saudi Arabian Grand Prix,Mercedes,2,21.602,-0.061,11.0,38.0,2.0,1
2022,Saudi Arabian Grand Prix,Red Bull,2,20.606,-1.057,37.0,37.0,3.0,1
2022,Saudi Arabian Grand Prix,Alpine F1 Team,2,21.342,-0.321,8.0,16.0,4.0,1
2022,Saudi Arabian Grand Prix,Haas F1 Team,1,22.374,0.711,2.0,12.0,5.0,1
2022,Saudi Arabian Grand Prix,Alfa Romeo,4,23.527,1.864,0.0,9.0,6.0,0
2022,Saudi Arabian Grand Prix,AlphaTauri,1,22.82,1.157,4.0,8.0,7.0,0
2022,Saudi Arabian Grand Prix,McLaren,2,20.516,-1.147,6.0,6.0,8.0,0
2022,Saudi Arabian Grand Prix,Aston Martin,2,21.882,0.219,0.0,0.0,9.0,0
2022,Saudi Arabian Grand Prix,Williams,1,20.683,-0.98,0.0,0.0,10.0,0
2022,Australian Grand Prix,Ferrari,1,17.973,-0.491,26.0,104.0,1.0,1
2022,Australian Grand Prix,Mercedes,2,18.178,-0.286,27.0,65.0,2.0,1
2022,Australian Grand Prix,Red Bull,2,17.858,-0.606,18.0,55.0,3.0,1
2022,Australian Grand Prix,McLaren,2,17.853,-0.611,18.0,24.0,4.0,1
2022,Australian Grand Prix,Alpine F1 Team,3,18.773,0.309,6.0,22.0,5.0,1
2022,Australian Grand Prix,Alfa Romeo,2,18.396,-0.068,4.0,13.0,6.0,0
2022,Australian Grand Prix,Haas F1 Team,2,19.075,0.611,0.0,12.0,7.0,0
2022,Australian Grand Prix,AlphaTauri,2,18.684,0.22,2.0,10.0,8.0,0
2022,Australian Grand Prix,Williams,3,18.778,0.314,1.0,1.0,9.0,0
2022,Australian Grand Prix,Aston Martin,3,19.068,0.604,0.0,0.0,10.0,0
2022,Emilia Romagna Grand Prix,Ferrari,3,32.799,0.961,20.0,124.0,1.0,1
2022,Emilia Romagna Grand Prix,Red Bull,4,29.984,-1.854,58.0,113.0,2.0,1
2022,Emilia Romagna Grand Prix,Mercedes,2,31.91,0.072,12.0,77.0,3.0,1
2022,Emilia Romagna Grand Prix,McLaren,4,30.752,-1.086,22.0,46.0,4.0,1
2022,Emilia Romagna Grand Prix,Alfa Romeo,2,36.58,4.742,12.0,25.0,5.0,1
2022,Emilia Romagna Grand Prix,Alpine F1 Team,1,31.409,-0.429,0.0,22.0,6.0,0
2022,Emilia Romagna Grand Prix,AlphaTauri,2,30.388,-1.45,6.0,16.0,7.0,0
2022,Emilia Romagna Grand Prix,Haas F1 Team,3,32.023,0.185,3.0,15.0,8.0,0
2022,Emilia Romagna Grand Prix,Aston Martin,2,31.576,-0.262,5.0,5.0,9.0,0
2022,Emilia Romagna Grand Prix,Williams,2,30.959,-0.879,0.0,1.0,10.0,0
2022,Miami Grand Prix,Ferrari,2,20.88,0.923,33.0,157.0,1.0,1
2022,Miami Grand Prix,Red Bull,3,18.583,-1.374,38.0,151.0,2.0,1
2022,Miami Grand Prix,Mercedes,2,18.928,-1.029,18.0,95.0,3.0,1
2022,Miami Grand Prix,McLaren,3,19.583,-0.374,0.0,46.0,4.0,1
2022,Miami Grand Prix,Alfa Romeo,1,19.614,-0.343,6.0,31.0,5.0,1
2022,Miami Grand Prix,Alpine F1 Team,2,20.328,0.371,4.0,26.0,6.0,0
2022,Miami Grand Prix,AlphaTauri,4,19.26,-0.697,0.0,16.0,7.0,0
2022,Miami Grand Prix,Haas F1 Team,4,23.307,3.35,0.0,15.0,8.0,0
2022,Miami Grand Prix,Aston Martin,2,19.468,-0.489,1.0,6.0,9.0,0
2022,Miami Grand Prix,Williams,2,19.622,-0.335,2.0,3.0,10.0,0
2022,Spanish Grand Prix,Red Bull,6,21.904,-1.111,44.0,195.0,1.0,1
2022,Spanish Grand Prix,Ferrari,4,22.076,-0.939,12.0,169.0,2.0,1
2022,Spanish Grand Prix,Mercedes,6,23.735,0.72,25.0,120.0,3.0,1
2022,Spanish Grand Prix,McLaren,6,22.35,-0.665,4.0,50.0,4.0,1
2022,Spanish Grand Prix,Alfa Romeo,3,22.879,-0.136,8.0,39.0,5.0,1
2022,Spanish Grand Prix,Alpine F1 Team,6,22.803,-0.212,8.0,34.0,6.0,0
2022,Spanish Grand Prix,AlphaTauri,6,23.332,0.317,1.0,17.0,7.0,0
2022,Spanish Grand Prix,Haas F1 Team,4,25.055,2.04,0.0,15.0,8.0,0
2022,Spanish Grand Prix,Aston Martin,5,23.006,-0.009,0.0,6.0,9.0,0
2022,Spanish Grand Prix,Williams,7,23.01,-0.005,0.0,3.0,10.0,0
2022,Monaco Grand Prix,Red Bull,6,408.42,-1.649,40.0,235.0,1.0,1
2022,Monaco Grand Prix,Ferrari,5,486.005,75.936,30.0,199.0,2.0,1
2022,Monaco Grand Prix,Mercedes,5,487.696,77.627,14.0,134.0,3.0,1
2022,Monaco Grand Prix,McLaren,6,408.666,-1.403,9.0,59.0,4.0,1
2022,Monaco Grand Prix,Alfa Romeo,4,603.098,193.029,2.0,41.0,5.0,1
2022,Monaco Grand Prix,Alpine F1 Team,4,604.486,194.417,6.0,40.0,6.0,0
2022,Monaco Grand Prix,AlphaTauri,7,354.931,-55.138,0.0,17.0,7.0,0
2022,Monaco Grand Prix,Haas F1 Team,2,32.246,-377.823,0.0,15.0,8.0,0
2022,Monaco Grand Prix,Aston Martin,7,354.241,-55.828,1.0,7.0,9.0,0
2022,Monaco Grand Prix,Williams,7,360.9,-49.169,0.0,3.0,10.0,0
2022,Azerbaijan Grand Prix,Red Bull,4,21.98,-0.992,44.0,279.0,1.0,1
2022,Azerbaijan Grand Prix,Ferrari,1,23.212,0.239,0.0,199.0,2.0,1
2022,Azerbaijan Grand Prix,Mercedes,4,20.842,-2.131,27.0,161.0,3.0,1
2022,Azerbaijan Grand Prix,McLaren,2,21.618,-1.355,6.0,65.0,4.0,1
2022,Azerbaijan Grand Prix,Alpine F1 Team,2,21.604,-1.369,7.0,47.0,5.0,1
2022,Azerbaijan Grand Prix,Alfa Romeo,2,21.99,-0.983,0.0,41.0,6.0,0
2022,Azerbaijan Grand Prix,AlphaTauri,3,29.094,6.122,10.0,27.0,7.0,0
2022,Azerbaijan Grand Prix,Haas F1 Team,3,23.586,0.613,0.0,15.0,8.0,0
2022,Azerbaijan Grand Prix,Aston Martin,2,21.154,-1.819,8.0,15.0,9.0,0
2022,Azerbaijan Grand Prix,Williams,4,24.645,1.672,0.0,3.0,10.0,0
2022,Canadian Grand Prix,Red Bull,2,23.96,-2.398,25.0,304.0,1.0,1
2022,Canadian Grand Prix,Ferrari,3,25.098,-1.26,29.0,228.0,2.0,1
2022,Canadian Grand Prix,Mercedes,4,23.926,-2.432,27.0,188.0,3.0,1
2022,Canadian Grand Prix,McLaren,4,29.984,3.626,0.0,65.0,4.0,1
2022,Canadian Grand Prix,Alpine F1 Team,4,24.637,-1.721,10.0,57.0,5.0,1
2022,Canadian Grand Prix,Alfa Romeo,3,24.783,-1.575,10.0,51.0,6.0,0
2022,Canadian Grand Prix,AlphaTauri,4,23.467,-2.891,0.0,27.0,7.0,0
2022,Canadian Grand Prix,Aston Martin,3,24.113,-2.245,1.0,16.0,8.0,0
2022,Canadian Grand Prix,Haas F1 Team,1,38.262,11.904,0.0,15.0,9.0,0
2022,Canadian Grand Prix,Williams,4,25.347,-1.011,0.0,3.0,10.0,0
2022,British Grand Prix,Red Bull,7,889.279,-398.375,24.0,328.0,1.0,1
2022,British Grand Prix,Ferrari,5,1230.785,-56.869,37.0,265.0,2.0,1
2022,British Grand Prix,Mercedes,3,1035.24,-252.414,16.0,204.0,3.0,1
2022,British Grand Prix,McLaren,7,893.477,-394.177,8.0,73.0,4.0,1
2022,British Grand Prix,Alpine F1 Team,5,1218.875,-68.779,10.0,67.0,5.0,1
2022,British Grand Prix,Alfa Romeo,1,3055.732,1768.078,0.0,51.0,6.0,0
2022,British Grand Prix,AlphaTauri,5,1230.93,-56.724,0.0,27.0,7.0,0
2022,British Grand Prix,Haas F1 Team,5,1243.648,-44.006,5.0,20.0,8.0,0
2022,British Grand Prix,Aston Martin,6,1042.186,-245.468,2.0,18.0,9.0,0
2022,British Grand Prix,Williams,3,1036.39,-251.264,0.0,3.0,10.0,0
2022,Austrian Grand Prix,Red Bull,4,22.116,-0.838,31.0,359.0,1.0,1
2022,Austrian Grand Prix,Ferrari,5,21.441,-1.513,38.0,303.0,2.0,1
2022,Austrian Grand Prix,Mercedes,4,26.414,3.46,33.0,237.0,3.0,1
2022,Austrian Grand Prix,McLaren,4,23.313,0.359,8.0,81.0,4.0,1
2022,Austrian Grand Prix,Alpine F1 Team,5,22.299,-0.655,14.0,81.0,5.0,1
2022,Austrian Grand Prix,Alfa Romeo,4,24.63,1.676,0.0,51.0,6.0,0
2022,Austrian Grand Prix,Haas F1 Team,4,22.323,-0.631,14.0,34.0,7.0,0
2022,Austrian Grand Prix,AlphaTauri,4,23.4,0.446,0.0,27.0,8.0,0
2022,Austrian Grand Prix,Aston Martin,4,21.77,-1.184,0.0,18.0,9.0,0
2022,Austrian Grand Prix,Williams,4,21.838,-1.116,0.0,3.0,10.0,0
2022,French Grand Prix,Red Bull,2,36.664,-1.663,37.0,396.0,1.0,1
2022,French Grand Prix,Ferrari,2,41.875,3.548,11.0,314.0,2.0,1
2022,French Grand Prix,Mercedes,2,37.733,-0.594,33.0,270.0,3.0,1
2022,French Grand Prix,Alpine F1 Team,2,40.636,2.309,12.0,93.0,4.0,1
2022,French Grand Prix,McLaren,2,36.902,-1.425,8.0,89.0,5.0,1
2022,French Grand Prix,Alfa Romeo,4,40.402,2.075,0.0,51.0,6.0,0
2022,French Grand Prix,Haas F1 Team,4,36.722,-1.605,0.0,34.0,7.0,0
2022,French Grand Prix,AlphaTauri,2,36.808,-1.519,0.0,27.0,8.0,0
2022,French Grand Prix,Aston Martin,2,38.258,-0.069,1.0,19.0,9.0,0
2022,French Grand Prix,Williams,3,37.273,-1.054,0.0,3.0,10.0,0
2022,Hungarian Grand Prix,Red Bull,4,21.216,-1.628,35.0,431.0,1.0,1
2022,Hungarian Grand Prix,Ferrari,5,22.313,-0.531,20.0,334.0,2.0,1
2022,Hungarian Grand Prix,Mercedes,4,22.075,-0.769,34.0,304.0,3.0,1
2022,Hungarian Grand Prix,Alpine F1 Team,2,22.832,-0.012,6.0,99.0,4.0,1
2022,Hungarian Grand Prix,McLaren,4,22.125,-0.719,6.0,95.0,5.0,1
2022,Hungarian Grand Prix,Alfa Romeo,3,24.27,1.426,0.0,51.0,6.0,0
2022,Hungarian Grand Prix,Haas F1 Team,5,24.303,1.459,0.0,34.0,7.0,0
2022,Hungarian Grand Prix,AlphaTauri,5,21.777,-1.067,0.0,27.0,8.0,0
2022,Hungarian Grand Prix,Aston Martin,4,22.456,-0.388,1.0,20.0,9.0,0
2022,Hungarian Grand Prix,Williams,6,25.072,2.228,0.0,3.0,10.0,0
2022,Belgian Grand Prix,Red Bull,4,22.551,-1.254,44.0,475.0,1.0,1
2022,Belgian Grand Prix,Ferrari,5,23.203,-0.602,23.0,357.0,2.0,1
2022,Belgian Grand Prix,Mercedes,2,22.901,-0.904,12.0,316.0,3.0,1
2022,Belgian Grand Prix,Alpine F1 Team,4,23.399,-0.406,16.0,115.0,4.0,1
2022,Belgian Grand Prix,McLaren,4,23.207,-0.598,0.0,95.0,5.0,1
2022,Belgian Grand Prix,Alfa Romeo,2,23.554,-0.251,0.0,51.0,6.0,0
2022,Belgian Grand Prix,Haas F1 Team,4,24.838,1.033,0.0,34.0,7.0,0
2022,Belgian Grand Prix,AlphaTauri,4,24.927,1.122,2.0,29.0,8.0,0
2022,Belgian Grand Prix,Aston Martin,4,23.24,-0.565,4.0,24.0,9.0,0
2022,Belgian Grand Prix,Williams,5,26.231,2.426,1.0,4.0,10.0,0
2022,Dutch Grand Prix,Red Bull,8,17.994,-1.626,36.0,511.0,1.0,1
2022,Dutch Grand Prix,Ferrari,7,20.301,0.681,19.0,376.0,2.0,1
2022,Dutch Grand Prix,Mercedes,6,18.972,-0.648,30.0,346.0,3.0,1
2022,Dutch Grand Prix,Alpine F1 Team,6,18.656,-0.964,10.0,125.0,4.0,1
2022,Dutch Grand Prix,McLaren,8,19.413,-0.207,6.0,101.0,5.0,1
2022,Dutch Grand Prix,Alfa Romeo,6,20.014,0.394,0.0,51.0,6.0,0
2022,Dutch Grand Prix,Haas F1 Team,8,20.673,1.053,0.0,34.0,7.0,0
2022,Dutch Grand Prix,AlphaTauri,7,22.969,3.349,0.0,29.0,8.0,0
2022,Dutch Grand Prix,Aston Martin,8,18.535,-1.085,1.0,25.0,9.0,0
2022,Dutch Grand Prix,Williams,8,18.673,-0.947,0.0,4.0,10.0,0
2022,Italian Grand Prix,Red Bull,4,23.72,-1.036,34.0,545.0,1.0,1
2022,Italian Grand Prix,Ferrari,5,23.881,-0.875,30.0,406.0,2.0,1
2022,Italian Grand Prix,Mercedes,3,24.49,-0.266,25.0,371.0,3.0,1
2022,Italian Grand Prix,Alpine F1 Team,1,24.336,-0.42,0.0,125.0,4.0,1
2022,Italian Grand Prix,McLaren,3,25.554,0.798,6.0,107.0,5.0,1
2022,Italian Grand Prix,Alfa Romeo,2,25.062,0.306,1.0,52.0,6.0,0
2022,Italian Grand Prix,Haas F1 Team,3,26.609,1.853,0.0,34.0,7.0,0
2022,Italian Grand Prix,AlphaTauri,3,24.43,-0.326,4.0,33.0,8.0,0
2022,Italian Grand Prix,Aston Martin,1,24.254,-0.502,0.0,25.0,9.0,0
2022,Italian Grand Prix,Williams,3,25.224,0.468,2.0,6.0,10.0,0
2022,Singapore Grand Prix,Red Bull,3,29.577,-1.856,31.0,576.0,1.0,1
2022,Singapore Grand Prix,Ferrari,2,31.33,-0.103,33.0,439.0,2.0,1
2022,Singapore Grand Prix,Mercedes,5,32.843,1.41,2.0,373.0,3.0,1
2022,Singapore Grand Prix,McLaren,2,30.737,-0.696,22.0,129.0,4.0,1
2022,Singapore Grand Prix,Alfa Romeo,1,32.167,0.734,0.0,52.0,6.0,0
2022,Singapore Grand Prix,Aston Martin,2,29.784,-1.649,12.0,37.0,7.0,0
2022,Singapore Grand Prix,Haas F1 Team,4,34.443,3.01,0.0,34.0,8.0,0
2022,Singapore Grand Prix,AlphaTauri,2,30.58,-0.853,1.0,34.0,9.0,0
2022,Japanese Grand Prix,Red Bull,4,207.386,13.854,43.0,619.0,1.0,1
2022,Japanese Grand Prix,Ferrari,2,207.936,14.404,15.0,454.0,2.0,1
2022,Japanese Grand Prix,Mercedes,4,212.837,19.305,14.0,387.0,3.0,1
2022,Japanese Grand Prix,Alpine F1 Team,5,172.768,-20.764,18.0,143.0,4.0,1
2022,Japanese Grand Prix,McLaren,4,214.494,20.962,1.0,130.0,5.0,1
2022,Japanese Grand Prix,Alfa Romeo,5,178.251,-15.281,0.0,52.0,6.0,0
2022,Japanese Grand Prix,Aston Martin,5,176.441,-17.091,8.0,45.0,7.0,0
2022,Japanese Grand Prix,Haas F1 Team,4,213.272,19.74,0.0,34.0,8.0,0
2022,Japanese Grand Prix,AlphaTauri,7,135.705,-57.827,0.0,34.0,9.0,0
2022,Japanese Grand Prix,Williams,2,216.229,22.697,2.0,8.0,10.0,0
2022,United States Grand Prix,Red Bull,4,26.081,0.156,37.0,656.0,1.0,1
2022,United States Grand Prix,Ferrari,2,24.034,-1.891,15.0,469.0,2.0,1
2022,United States Grand Prix,Mercedes,5,25.398,-0.527,29.0,416.0,3.0,1
2022,United States Grand Prix,Alpine F1 Team,4,28.276,2.351,6.0,149.0,4.0,1
2022,United States Grand Prix,McLaren,4,24.592,-1.333,8.0,138.0,5.0,1
2022,United States Grand Prix,Alfa Romeo,3,25.785,-0.14,0.0,52.0,6.0,0
2022,United States Grand Prix,Aston Martin,3,29.294,3.369,4.0,49.0,7.0,0
2022,United States Grand Prix,Haas F1 Team,3,26.3,0.375,2.0,36.0,8.0,0
2022,United States Grand Prix,AlphaTauri,4,24.879,-1.046,1.0,35.0,9.0,0
2022,United States Grand Prix,Williams,4,24.613,-1.312,0.0,8.0,10.0,0
2022,Mexico City Grand Prix,Red Bull,2,23.69,0.187,40.0,696.0,1.0,1
2022,Mexico City Grand Prix,Ferrari,2,22.831,-0.672,18.0,487.0,2.0,1
2022,Mexico City Grand Prix,Mercedes,3,23.036,-0.467,31.0,447.0,3.0,1
2022,Mexico City Grand Prix,Alpine F1 Team,2,22.751,-0.752,4.0,153.0,4.0,1
2022,Mexico City Grand Prix,McLaren,2,22.432,-1.071,8.0,146.0,5.0,1
2022,Mexico City Grand Prix,Alfa Romeo,2,24.04,0.537,1.0,53.0,6.0,0
2022,Mexico City Grand Prix,Aston Martin,3,23.054,-0.449,0.0,49.0,7.0,0
2022,Mexico City Grand Prix,Haas F1 Team,2,23.7,0.197,0.0,36.0,8.0,0
2022,Mexico City Grand Prix,AlphaTauri,2,25.818,2.315,0.0,35.0,9.0,0
2022,Mexico City Grand Prix,Williams,3,23.682,0.179,0.0,8.0,10.0,0
2022,São Paulo Grand Prix,Red Bull,5,26.549,1.74,23.0,719.0,1.0,1
2022,São Paulo Grand Prix,Ferrari,6,24.814,0.005,37.0,524.0,2.0,1
2022,São Paulo Grand Prix,Mercedes,4,23.624,-1.185,58.0,505.0,3.0,1
2022,São Paulo Grand Prix,Alpine F1 Team,5,24.887,0.078,14.0,167.0,4.0,1
2022,São Paulo Grand Prix,McLaren,2,27.004,2.195,2.0,148.0,5.0,1
2022,São Paulo Grand Prix,Alfa Romeo,4,24.492,-0.317,2.0,55.0,6.0,0
2022,São Paulo Grand Prix,Aston Martin,4,23.877,-0.932,1.0,50.0,7.0,0
2022,São Paulo Grand Prix,Haas F1 Team,2,24.822,0.013,1.0,37.0,8.0,0
2022,São Paulo Grand Prix,AlphaTauri,6,23.394,-1.415,0.0,35.0,9.0,0
2022,São Paulo Grand Prix,Williams,6,24.629,-0.18,0.0,8.0,10.0,0
2022,Abu Dhabi Grand Prix,Red Bull,3,21.821,-0.61,40.0,759.0,1.0,1
2022,Abu Dhabi Grand Prix,Ferrari,3,21.905,-0.526,30.0,554.0,2.0,1
2022,Abu Dhabi Grand Prix,Mercedes,3,24.481,2.05,10.0,515.0,3.0,1
2022,Abu Dhabi Grand Prix,Alpine F1 Team,3,21.79,-0.641,6.0,173.0,4.0,1
2022,Abu Dhabi Grand Prix,McLaren,3,21.895,-0.536,11.0,159.0,5.0,1
2022,Abu Dhabi Grand Prix,Alfa Romeo,3,22.722,0.291,0.0,55.0,6.0,0
2022,Abu Dhabi Grand Prix,Aston Martin,3,22.267,-0.164,5.0,55.0,7.0,0
2022,Abu Dhabi Grand Prix,Haas F1 Team,3,22.731,0.3,0.0,37.0,8.0,0
2022,Abu Dhabi Grand Prix,AlphaTauri,3,21.903,-0.528,0.0,35.0,9.0,0
2022,Abu Dhabi Grand Prix,Williams,4,22.797,0.366,0.0,8.0,10.0,0
2023,Bahrain Grand Prix,Red Bull,4,24.638,-2.124,43.0,43.0,1.0,1
2023,Bahrain Grand Prix,Aston Martin,4,25.189,-1.573,23.0,23.0,2.0,1
2023,Bahrain Grand Prix,Mercedes,4,25.21,-1.552,16.0,16.0,3.0,1
2023,Bahrain Grand Prix,Ferrari,4,24.429,-2.333,12.0,12.0,4.0,1
2023,Bahrain Grand Prix,Alfa Romeo,5,26.456,-0.306,4.0,4.0,5.0,1
2023,Bahrain Grand Prix,Alpine F1 Team,6,31.074,4.312,2.0,2.0,6.0,0
2023,Bahrain Grand Prix,Williams,6,25.125,-1.637,1.0,1.0,7.0,0
2023,Bahrain Grand Prix,AlphaTauri,5,25.142,-1.62,0.0,0.0,8.0,0
2023,Bahrain Grand Prix,Haas F1 Team,6,27.805,1.043,0.0,0.0,9.0,0
2023,Bahrain Grand Prix,McLaren,6,32.556,5.794,0.0,0.0,10.0,0
2023,Saudi Arabian Grand Prix,Red Bull,2,20.77,-1.204,44.0,87.0,1.0,1
2023,Saudi Arabian Grand Prix,Aston Martin,2,24.014,2.04,15.0,38.0,2.0,1
2023,Saudi Arabian Grand Prix,Mercedes,2,20.965,-1.009,22.0,38.0,3.0,1
2023,Saudi Arabian Grand Prix,Ferrari,2,20.393,-1.581,14.0,26.0,4.0,1
2023,Saudi Arabian Grand Prix,Alpine F1 Team,2,20.74,-1.234,6.0,8.0,5.0,1
2023,Saudi Arabian Grand Prix,Alfa Romeo,5,21.698,-0.276,0.0,4.0,6.0,0
2023,Saudi Arabian Grand Prix,Haas F1 Team,2,21.218,-0.756,1.0,1.0,7.0,0
2023,Saudi Arabian Grand Prix,Williams,2,21.23,-0.744,0.0,1.0,8.0,0
2023,Saudi Arabian Grand Prix,AlphaTauri,2,21.265,-0.709,0.0,0.0,9.0,0
2023,Saudi Arabian Grand Prix,McLaren,3,27.443,5.469,0.0,0.0,10.0,0
2023,Australian Grand Prix,Red Bull,8,919.048,85.887,36.0,123.0,1.0,1
2023,Australian Grand Prix,Aston Martin,6,1215.753,382.592,27.0,65.0,2.0,1
2023,Australian Grand Prix,Mercedes,5,921.251,88.09,18.0,56.0,3.0,1
2023,Australian Grand Prix,Ferrari,4,922.955,89.794,0.0,26.0,4.0,1
2023,Australian Grand Prix,McLaren,7,1052.111,218.95,12.0,12.0,5.0,1
2023,Australian Grand Prix,Alpine F1 Team,5,727.599,-105.562,0.0,8.0,6.0,0
2023,Australian Grand Prix,Haas F1 Team,5,927.422,94.261,6.0,7.0,7.0,0
2023,Australian Grand Prix,Alfa Romeo,11,667.953,-165.208,2.0,6.0,8.0,0
2023,Australian Grand Prix,AlphaTauri,8,677.385,-155.776,1.0,1.0,9.0,0
2023,Australian Grand Prix,Williams,6,300.133,-533.028,0.0,1.0,10.0,0
2023,Azerbaijan Grand Prix,Red Bull,2,20.548,-1.276,57.0,180.0,1.0,1
2023,Azerbaijan Grand Prix,Aston Martin,2,23.154,1.33,22.0,87.0,2.0,1
2023,Azerbaijan Grand Prix,Mercedes,3,20.724,-1.1,20.0,76.0,3.0,1
2023,Azerbaijan Grand Prix,Ferrari,2,21.548,-0.276,36.0,62.0,4.0,1
2023,Azerbaijan Grand Prix,McLaren,2,20.624,-1.2,2.0,14.0,5.0,1
2023,Azerbaijan Grand Prix,Alpine F1 Team,3,20.59,-1.234,0.0,8.0,6.0,0
2023,Azerbaijan Grand Prix,Haas F1 Team,2,27.85,6.026,0.0,7.0,7.0,0
2023,Azerbaijan Grand Prix,Alfa Romeo,4,21.645,-0.179,0.0,6.0,8.0,0
2023,Azerbaijan Grand Prix,AlphaTauri,1,20.497,-1.327,1.0,2.0,9.0,0
2023,Azerbaijan Grand Prix,Williams,2,21.059,-0.765,0.0,1.0,10.0,0
2023,Miami Grand Prix,Red Bull,2,22.286,-1.63,44.0,224.0,1.0,1
2023,Miami Grand Prix,Aston Martin,2,22.641,-1.275,15.0,102.0,2.0,1
2023,Miami Grand Prix,Mercedes,2,22.242,-1.674,20.0,96.0,3.0,1
2023,Miami Grand Prix,Ferrari,2,22.173,-1.743,16.0,78.0,4.0,1
2023,Miami Grand Prix,McLaren,2,23.148,-0.768,0.0,14.0,5.0,1
2023,Miami Grand Prix,Alpine F1 Team,2,22.18,-1.736,6.0,14.0,6.0,0
2023,Miami Grand Prix,Haas F1 Team,2,22.868,-1.048,1.0,8.0,7.0,0
2023,Miami Grand Prix,Alfa Romeo,2,22.977,-0.939,0.0,6.0,8.0,0
2023,Miami Grand Prix,AlphaTauri,2,22.938,-0.978,0.0,2.0,9.0,0
2023,Miami Grand Prix,Williams,2,35.71,11.794,0.0,1.0,10.0,0
2023,Monaco Grand Prix,Red Bull,6,26.909,-0.843,25.0,249.0,1.0,1
2023,Monaco Grand Prix,Aston Martin,3,24.995,-2.757,18.0,120.0,2.0,1
2023,Monaco Grand Prix,Mercedes,3,27.42,-0.332,23.0,119.0,3.0,1
2023,Monaco Grand Prix,Ferrari,4,25.864,-1.888,12.0,90.0,4.0,1
2023,Monaco Grand Prix,Alpine F1 Team,4,26.098,-1.654,21.0,35.0,5.0,1
2023,Monaco Grand Prix,McLaren,3,27.981,0.229,3.0,17.0,6.0,0
2023,Monaco Grand Prix,Haas F1 Team,4,35.986,8.234,0.0,8.0,7.0,0
2023,Monaco Grand Prix,Alfa Romeo,3,27.265,-0.487,0.0,6.0,8.0,0
2023,Monaco Grand Prix,AlphaTauri,2,29.123,1.371,0.0,2.0,9.0,0
2023,Monaco Grand Prix,Williams,5,25.875,-1.877,0.0,1.0,10.0,0
2023,Spanish Grand Prix,Red Bull,4,21.978,-1.085,38.0,287.0,1.0,1
2023,Spanish Grand Prix,Mercedes,4,22.409,-0.654,33.0,152.0,2.0,1
2023,Spanish Grand Prix,Aston Martin,4,22.795,-0.268,14.0,134.0,3.0,1
2023,Spanish Grand Prix,Ferrari,4,22.369,-0.694,10.0,100.0,4.0,1
2023,Spanish Grand Prix,Alpine F1 Team,4,23.305,0.242,5.0,40.0,5.0,1
2023,Spanish Grand Prix,McLaren,5,25.576,2.513,0.0,17.0,6.0,0
2023,Spanish Grand Prix,Haas F1 Team,6,23.209,0.146,0.0,8.0,7.0,0
2023,Spanish Grand Prix,Alfa Romeo,4,23.527,0.464,2.0,8.0,8.0,0
2023,Spanish Grand Prix,AlphaTauri,4,22.171,-0.892,0.0,2.0,9.0,0
2023,Spanish Grand Prix,Williams,4,23.294,0.231,0.0,1.0,10.0,0
2023,Canadian Grand Prix,Red Bull,4,23.513,-3.144,34.0,321.0,1.0,1
2023,Canadian Grand Prix,Mercedes,3,45.677,19.02,15.0,167.0,2.0,1
